Waypoint Title	URL	Captive URL	Annotation Title	Annotation Text	Share View	Annotation Picture Path	Credits	Author	Dateline	Story Mode	Landscape override														
Garfield 6			Yet, unlike Fairywood, this change did not involve replacement of the existing African American population from 1990 (green dots)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_1990	Garfield 6		Yet, unlike Fairywood, this change did not involve replacement of the existing African American population from 1990 (green dots)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_1990	Garfield 6		Yet, unlike Fairywood, this change did not involve replacement of the existing African American population from 1990 (green dots)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_1990	Garfield 6		Yet, unlike Fairywood, this change did not involve replacement of the existing African American population from 1990 (green dots)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_1990	Garfield 6		Yet, unlike Fairywood, this change did not involve replacement of the existing African American population from 1990 (green dots)		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_1990
Garfield 7			with residents from other racial groups by 2016, though the density of housing did decrease.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_2016	Garfield 7		with residents from other racial groups by 2016, though the density of housing did decrease.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_2016	Garfield 7		with residents from other racial groups by 2016, though the density of housing did decrease.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_2016	Garfield 7		with residents from other racial groups by 2016, though the density of housing did decrease.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_2016	Garfield 7		with residents from other racial groups by 2016, though the density of housing did decrease.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.46655,-79.93632,12.4,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,total_race_2016
Public Assistance 3			Zooming back out, the areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 3		Zooming back out, the areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 3		Zooming back out, the areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 3		Zooming back out, the areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance	Public Assistance 3		Zooming back out, the areas with many children whose families receive public assistance		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_public_assistance
Families in poverty			also closely resemble the areas where many families are living in poverty.  Breaking this down by race (White=blue, Black=green, Hispanic or Latino=orange) we see significant clustering.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty		also closely resemble the areas where many families are living in poverty.  Breaking this down by race (White=blue, Black=green, Hispanic or Latino=orange) we see significant clustering.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty		also closely resemble the areas where many families are living in poverty.  Breaking this down by race (White=blue, Black=green, Hispanic or Latino=orange) we see significant clustering.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty		also closely resemble the areas where many families are living in poverty.  Breaking this down by race (White=blue, Black=green, Hispanic or Latino=orange) we see significant clustering.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty		also closely resemble the areas where many families are living in poverty.  Breaking this down by race (White=blue, Black=green, Hispanic or Latino=orange) we see significant clustering.		https://earthtime.org/#theme=big_picture_on_nature&v=40.43606,-79.94932,10.401,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race
Families in poverty 2			This clustering limits opportunites for impoverished families of different racial backgrounds to build bridging friendships or engage in common causes.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.42768,-79.97392,8.731,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		This clustering limits opportunites for impoverished families of different racial backgrounds to build bridging friendships or engage in common causes.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.42768,-79.97392,8.731,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		This clustering limits opportunites for impoverished families of different racial backgrounds to build bridging friendships or engage in common causes.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.42768,-79.97392,8.731,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		This clustering limits opportunites for impoverished families of different racial backgrounds to build bridging friendships or engage in common causes.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.42768,-79.97392,8.731,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		This clustering limits opportunites for impoverished families of different racial backgrounds to build bridging friendships or engage in common causes.		https://earthtime.org/#theme=equality_in_pittsburgh&v=40.42768,-79.97392,8.731,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race
Families in poverty 2			The books "Color of Law" and "Evicted" are good sources to follow up on these themes and put them in the larger US context.		https://earthtime.org/#theme=equality_in_pittsburgh&v=38.85978,-98.22052,3.48,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		The books "Color of Law" and "Evicted" are good sources to follow up on these themes and put them in the larger US context.		https://earthtime.org/#theme=equality_in_pittsburgh&v=38.85978,-98.22052,3.48,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		The books "Color of Law" and "Evicted" are good sources to follow up on these themes and put them in the larger US context.		https://earthtime.org/#theme=equality_in_pittsburgh&v=38.85978,-98.22052,3.48,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		The books "Color of Law" and "Evicted" are good sources to follow up on these themes and put them in the larger US context.		https://earthtime.org/#theme=equality_in_pittsburgh&v=38.85978,-98.22052,3.48,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race	Families in poverty 2		The books "Color of Law" and "Evicted" are good sources to follow up on these themes and put them in the larger US context.		https://earthtime.org/#theme=equality_in_pittsburgh&v=38.85978,-98.22052,3.48,latLng&bt=20160101&et=20160101&t=0.0&ps=50&l=bdrk_detailed,acs2016_poverty_by_race
																									
																									
#World Refugee Day 2018			World Refugee Day 2018	Drawing upon EarthTime's vast data library, the stories below were curated in honor of World Refugee Day 2018. Learn more about our collective impact on the planet with the compelling animations accompanied by fact-based narratives from international experts.	https://earthtime.org/explore#v=-12.92015,13.9148,0.339,latLng&t=0.033&ps=50&l=bdrk,ar&bt=20000431&et=20151231&startDwell=0&endDwell=0																				
##Global Refugee Crisis The Big Picture	https://earthtime.org/stories/Global_Refugee_Crisis_The_Big_Picture	https://earthtime.org/m/stories/Global_Refugee_Crisis_The_Big_Picture	Global Refugee Crisis: The Big Picture	This story gives an overview of the international refugee crisis in chronological order, exploring trends in forced migration and conflict.	https://earthtime.org/explore#v=-12.92015,13.9148,0.339,latLng&t=0.035&ps=50&l=bdrk,ar&bt=20000431&et=20151231&startDwell=0&endDwell=0			Story by: UNHCR <br>Data from: UNHCR, Igarapé Institute		TRUE															
Overview			Overview	This data layer shows an animated timelapse of refugee movement from 2000 to 2016. Each dot represents 17 refugees, as defined as a person leaving a country due to conflict or persecution. 	https://earthtime.org/explore#v=-12.92015,13.9148,0.339,latLng&t=0.033&ps=50&l=bdrk,ar&bt=20000431&et=20151231&startDwell=0&endDwell=0																				
Overview				The dots flow from the center of the departing country to the center of the destination country, changing color from yellow to red. 	https://earthtime.org/explore#v=-12.92015,13.9148,0.339,latLng&t=0.033&ps=50&l=bdrk,ar&bt=20000431&et=20151231&startDwell=0&endDwell=0																				
Afghanistan			2001 Afghanistan	Notice the exodus from Afghanistan in the immediate aftermath of the Sept. 11, 2001 attacks on the US.  Refugees are fleeing a pending military response.	https://earthtime.org/explore#v=28.60397,68.93514,3.92,latLng&t=0.10&ps=50&l=bdrk,ar&bt=20000601&et=20011231&startDwell=0&endDwell=0																				
Afghanistan				Tens of thousands of Afghans flee to neighbouring Pakistan and Iran, joining some 3.5 million earlier refugees.	https://earthtime.org/explore#v=28.60397,68.93514,3.92,latLng&t=0.10&ps=50&l=bdrk,ar&bt=20010101&et=20011231&startDwell=0&endDwell=0																				
Darfur			2003–2004 Darfur	In early 2003, conflicts erupt in Sudan's western Darfur region and in the northern Central African Republic, sending more than 131,000 refugees into neighbouring Chad. 	https://earthtime.org/explore#v=10.82181,24.30969,4,latLng&t=0.30&ps=50&l=bdrk,ar&bt=20030101&et=20041231&startDwell=0&endDwell=0																				
Darfur				Within two years, over a dozen camps hosting more than a quarter million people are established along Chad's borders. Today, more than 450,000 refugees still remain in these camps.	https://earthtime.org/explore#v=10.82181,24.30969,4,latLng&t=0.30&ps=50&l=bdrk,ar&bt=20030101&et=20041231&startDwell=0&endDwell=0																				
Calming			30 year low	Although several conflicts remain across Africa and the Middle East, mass refugee outflows for 2005 are the lowest in nearly 30 years.	https://earthtime.org/explore#v=6.24632,27.7717,2.27,latLng&t=0.50&ps=50&l=bdrk,ar&bt=20050101&et=20051231&startDwell=0&endDwell=0																				
Iraq			2006 Iraq	Reversing a five-year decline, refugee numbers skyrocket in 2006 as some 1.2 million Iraqis flee to Syria and Jordan. It is the start of a multi-year exodus in which more than 2 million Iraqis seek refuge in neighbouring countries.	https://earthtime.org/explore#v=29.31733,40.89175,4.06,latLng&t=0.60&ps=50&l=bdrk,ar&bt=20060101&et=20061231&startDwell=0&endDwell=0																				
Colombia			2007–2008 Colombia	Five decades of internal conflict in Colombia worsens, driving tens of thousands of Colombians into Venezuela, Ecuador and other neighbouring countries.	https://earthtime.org/explore#v=-1.13979,-73.47482,3.179,latLng&t=0.70&ps=50&l=bdrk,ar&bt=20070101&et=20071231&startDwell=0&endDwell=0																				
Colombia				Some 550,000 Colombian refugees are scattered around the region. A peace agreement signed in late 2016 now offers new hope for the refugees and an estimated 6.9 million people uprooted within Colombia's borders – the largest internally displaced population in the world.	https://earthtime.org/explore#v=-1.13979,-73.47482,3.179,latLng&t=0.70&ps=50&l=bdrk,ar&bt=20070101&et=20071231&startDwell=0&endDwell=0																				
Syria and Fragility			2010-2012 Syria Unrest	Protests erupt in parts of Syria, bringing a military crackdown, a rapidly rising death toll and increasing displacement. Pairing city fragility metric data with refugee flow, a bigger picture unfolds. Blue circles (not very fragile) turn to red circles (very fragile). 	https://earthtime.org/explore#v=34.53838,38.2796,4.798,latLng&t=1.00&ps=50&l=bdrk,ar,uf&bt=20100101&et=20121231&startDwell=0&endDwell=0																				
Syria Unrest				By year's end, thousands of Syrian are fleeing the country – the beginning of one of the biggest refugee movements since World War II.	https://earthtime.org/explore#v=34.53838,38.2796,4.798,latLng&t=1.00&ps=50&l=bdrk,ar&bt=20120101&et=20121231&startDwell=0&endDwell=0																				
Syria			2012–2014 Mass Exodus from Syria	Continuing violence sends millions of Syrian refugees to Turkey, Lebanon, Jordan, Egypt and Iraq, severely straining the capacities of host governments. 	https://earthtime.org/explore#v=33.58215,38.41657,4.021,latLng&t=1.20&ps=50&l=bdrk,ar&bt=20120101&et=20141231&startDwell=0&endDwell=0																				
Syria				The total registered refugee population in the region skyrockets from 500,000 at the beginning of 2013 to 3.7 million by the end of 2014.	https://earthtime.org/explore#v=33.58215,38.41657,4.021,latLng&t=1.20&ps=50&l=bdrk,ar&bt=20120101&et=20141231&startDwell=0&endDwell=0																				
Mali			2012–2013 Mali	Tens of thousands of Malians flee attacks in the north by various rebel groups and seek refuge in neighbouring Mauritania, Burkina Faso and Niger. Another 250,000 Malians are internally displaced. 	https://earthtime.org/explore#v=14.4014,-2.74995,4.093,latLng&t=1.20&ps=50&l=bdrk,ar&bt=20120101&et=20130431&startDwell=0&endDwell=0																				
Mali				French troops intervene to oust the militants in 2013, but inter-communal and inter-ethnic violence continues in the region.	https://earthtime.org/explore#v=14.4014,-2.74995,4.093,latLng&t=1.20&ps=50&l=bdrk,ar&bt=20120101&et=20130431&startDwell=0&endDwell=0																				
Ukraine			2014–2015 Ukraine	Conflict erupts in eastern Ukraine, uprooting hundreds of thousands of people, including more than 320,000 who flee to Russia. 	https://earthtime.org/explore#v=49.28848,34.47637,4.64,latLng&t=1.40&ps=50&l=bdrk,ar&bt=20140101&et=20141231&startDwell=0&endDwell=0																				
Ukraine				By the end of 2015, more than 2 million people are forced to flee their homes to seek sanctuary elsewhere. Despite a 2015 cease-fire agreement, the security situation remains volatile.	https://earthtime.org/explore#v=49.28848,34.47637,4.64,latLng&t=1.40&ps=50&l=bdrk,ar&bt=20140101&et=20141231&startDwell=0&endDwell=0																				
Central Africa			2014–2015 Central African Republic	After years of civil conflict, the nation successfully conducts presidential and legislative elections in early 2016 but struggles to restore peace. 	https://earthtime.org/explore#v=6.00856,16.63158,4.74,latLng&t=0.08&ps=50&l=bdrk,ar&bt=20140101&et=20151231&startDwell=0&endDwell=0																				
Central Africa				The crisis, which began when Seleka rebels overran much of the country in late 2012, kills thousands and displaces more than a fifth of the country’s 4.6 million people. 	https://earthtime.org/explore#v=6.00856,16.63158,4.74,latLng&t=0.08&ps=50&l=bdrk,ar&bt=20140101&et=20151231&startDwell=0&endDwell=0																				
Central Africa				As 2016 draws to an end, 421,000 of them are still uprooted within Central African Republic and 462,000 others remain refugees in neighbouring countries. 	https://earthtime.org/explore#v=6.00856,16.63158,4.74,latLng&t=0.08&ps=50&l=bdrk,ar&bt=20140101&et=20151231&startDwell=0&endDwell=0																				
South Sudan			2014–2016 South Sudan	Renewed violence in South Sudan sparks an outflow of a half million refugees by the end of 2014 to Ethiopia, Uganda, Sudan, Kenya and other countries. 	https://earthtime.org/explore#v=5.46145,34.54739,3.84,latLng&t=1.40&ps=50&l=bdrk,ar&bt=20140101&et=20151231&startDwell=0&endDwell=0																				
South Sudan				The violence and displacement continue through 2015 and into 2016, with the total South Sudanese refugee population topping 1.1 million by late October 2016.	https://earthtime.org/explore#v=5.46145,34.54739,3.84,latLng&t=1.40&ps=50&l=bdrk,ar&bt=20140101&et=20151231&startDwell=0&endDwell=0																				
Nigeria			2014–2016 Nigeria	Years of fighting between Boko Haram insurgents and the Nigerian government claim thousands of lives and force millions to flee their homes. 	https://earthtime.org/explore#v=7.62886,7.27627,3.99,latLng&t=1.62&ps=50&l=bdrk,ar&bt=20140101&et=20150631&startDwell=0&endDwell=0																				
Nigeria				In mid-2016 the government regains control in parts of the north-east, where aid workers find catastrophic levels of suffering. 	https://earthtime.org/explore#v=7.62886,7.27627,3.99,latLng&t=1.62&ps=50&l=bdrk,ar&bt=20140101&et=20150631&startDwell=0&endDwell=0																				
Syria			2015 Syrians look to Europe	As the war in their country enters its fifth year, many of the 11.3 million uprooted Syrians – 6.5 million within Syria and 4.8 million in surrounding countries – increasingly lose hope and look toward Europe for a new life.	https://earthtime.org/explore#v=38.46082,24.87823,3.11,latLng&t=1.50&ps=50&l=bdrk,ar&bt=20140631&et=20150631&startDwell=0&endDwell=0																				
																									
##Global Refugee Crisis A System Overburdened	https://earthtime.org/stories/Global_Refugee_Crisis_A_System_Overburdened	https://earthtime.org/m/stories/Global_Refugee_Crisis_A_System_Overburdened	Global Refugee Crisis: A System Overburdened	This story focuses on how international refugee systems are overburdened and cannot accomodate the record high numbers of people in the modern refugee crisis.	https://earthtime.org/explore#v=-12.92015,13.9148,0.339,latLng&t=0.045&ps=50&l=bdrk,ar&bt=20000431&et=20151231&startDwell=0&endDwell=0			Story by: Dr. Khalid Koser<br>Data from: UNHCR		TRUE															
Intro			Intro	The global refugee crisis is understood in the context of the movement of people, but it is also about a system overburdened.	https://earthtime.org/#theme=big_picture_on_nature&v=22.08143,12.68991,1.394,latLng&t=0.0&ps=50&bt=20090101&et=20120101&startDwell=0&endDwell=0&l=bdrk,ar&disableUI=true																				
Intro				Refugees are people fleeing conflict or persecution. They are defined and protected in international law, and must not be expelled or returned to situations where their life and freedom are at risk.	https://earthtime.org/#theme=big_picture_on_nature&v=22.08143,12.68991,1.394,latLng&t=0.0&ps=50&bt=20090101&et=20120101&startDwell=0&endDwell=0&l=bdrk,ar&disableUI=true																				
Intro				Countries and international organizations lack funding to accomodate the large numbers of refugees, leaving many refugees without basic resources.	https://earthtime.org/#theme=big_picture_on_nature&v=22.08143,12.68991,1.394,latLng&t=0.0&ps=50&bt=20090101&et=20120101&startDwell=0&endDwell=0&l=bdrk,ar&disableUI=true																				
Liberia  			Cote d’Ivoire	Notice the refugee flows in Cote d’Ivoire (Ivory Coast) and Liberia.	https://earthtime.org/#theme=big_picture_on_nature&v=7.27096,-9.56227,4.927,latLng&t=0.0&ps=50&bt=20020101&et=20041231&startDwell=0&endDwell=0&l=bdrk,ar																				
Liberia  				Each dot represents 17 individual refugees. The dots flow from the center of the departing country to the center of the destination country, changing color from yellow to red. 	https://earthtime.org/#theme=big_picture_on_nature&v=7.27096,-9.56227,4.927,latLng&t=0.0&ps=50&bt=20020101&et=20041231&startDwell=0&endDwell=0&l=bdrk,ar																				
Liberia				From 2002 to 2004, people flee Liberia following the country's second civil war.	https://earthtime.org/#theme=big_picture_on_nature&v=7.27096,-9.56227,4.927,latLng&t=0.0&ps=50&bt=20020101&et=20041231&startDwell=0&endDwell=0&l=bdrk,ar																				
Cote d'Ivoire				In 2010, a contested presidential election in Côte D'Ivoire causes refugees to return to Liberia.	https://earthtime.org/#theme=big_picture_on_nature&v=7.30728,-8.35692,4.623,latLng&t=1.18&ps=50&bt=20090101&et=20120101&startDwell=0&endDwell=0&l=bdrk,ar																				
Syria			Syria	Moving to Syria, civil war has displaced half of the population, either internally or across boarders.	https://earthtime.org/#theme=big_picture_on_nature&v=38.45686,33.65464,2.632,latLng&t=1.29&ps=50&bt=20110101&et=20131230&startDwell=0&endDwell=0&l=bdrk,ar																				
Syria				During this time, an unprecedented number of Syrian refugees flee to Europe in search of asylum.	https://earthtime.org/#theme=big_picture_on_nature&v=41.04718,22.12386,2.748,latLng&t=1.39&ps=50&bt=20110101&et=20131231&startDwell=0&endDwell=0&l=bdrk,ar																				
Syria				The majority of Syrian refugees move nearby, to Jordan, Lebanon, Turkey, Iraq.	https://earthtime.org/#theme=big_picture_on_nature&v=36.47484,36.4811,3.848,latLng&t=1.29&ps=50&bt=20110101&et=20131231&startDwell=0&endDwell=0&l=bdrk,ar																				
Syria				These relatively poor countries, already facing water and demographic challenges, are bearing the brunt of the Syrian refugee crisis. 	https://earthtime.org/#theme=big_picture_on_nature&v=36.47484,36.4811,3.848,latLng&t=1.29&ps=50&bt=20110101&et=20131231&startDwell=0&endDwell=0&l=bdrk,ar																				
Syria				Great risks accompany refugees crossing the Mediterranean into Europe from Sub-Saharan Africa. In 2015, 4,000 people drowned in the Mediterranean trying to reach Europe for safety.	https://staging.earthtime.org/stories/refugee_crisis_2#v=26.78506,13.3589,1.556,latLng&t=1.52&ps=50&l=bdrk,ar&bt=20000101&et=20161231																				
Syria				Notice the cross-country movement in sub-Saharan Africa.	https://earthtime.org/#theme=big_picture_on_nature&v=20.01605,27.74131,2.465,latLng&t=1.32&ps=50&bt=20120101&et=20141231&startDwell=0&endDwell=0&l=bdrk,ar																				
Returnees			Returnees	In these areas, refugees have a far poorer chance of returning to their countries and often live in refugee camps for decades.	https://staging.earthtime.org/stories/refugee_crisis_2#v=20.01605,27.7413,2.122,latLng&t=1.23&ps=50&l=bdrk,ar&bt=20000101&et=20161231																				
Camps			Camps	When refugees live in camps for extended periods of time, they can become disenfranchised, marginalized and jobless. They may feel hopeless and angry. We need to find new and innovative solutions for refugee camps.	https://earthtime.org/#theme=big_picture_on_nature&v=10.83314,21.8354,1.54,latLng&t=1.56&ps=50&bt=20120101&et=20151231&startDwell=0&endDwell=0&l=bdrk,ar																				
Integration			Integration	We also need to focus downstream by integrating refugees into their new countries so they are hopeful, productive and part of the future we wish to build together.	https://earthtime.org/#theme=big_picture_on_nature&v=10.83314,21.8354,1.54,latLng&t=1.56&ps=50&bt=20120101&et=20151231&startDwell=0&endDwell=0&l=bdrk,ar																				
